18禁	18禁 🔞
病了	病了 🚑️ 🤒️
病毒	病毒 🦠
病菌	病菌 🦠
病院	病院 🏥️
痛哭	痛哭 😭
痛心	痛心 ❤️‍🩹
痛苦	痛苦 😧 😬
登山	登山 🧗‍♂️ 🧗‍♀️
白俄	白俄 🇧🇾
白兔	白兔 🐇️
白发	白发 👨‍🦳 👩‍🦳 🦳
白圆	白圆 ⚪️
白子	白子 ⚪
白心	白心 🤍
白方	白方 ◽️
白旗	白旗 🏳
白框	白框 ⬜
白棋	白棋 ⚪
白点	白点 ⚪
白熊	白熊 🐻‍❄️
白珠	白珠 ⚪️
白痴	白痴 🐷️
白目	白目 🙄️
白眼	白眼 🙄
白色	白色 ⚪ ⬜
白花	白花 💮
白菜	白菜 🥬
白领	白领 👨‍💼 👩‍💼
白饭	白饭 🍚️
白鲨	白鲨 🦈
白鼠	白鼠 🐁️
百货	百货 🏬️
的士	的士 🚕 🚖
皇储	皇储 🤴🏻
皇冠	皇冠 👑
皇子	皇子 🤴🏻
皇族	皇族 👑
皮包	皮包 👝
皮卡	皮卡 🛻
皮鞋	皮鞋 👞
皱眉	皱眉 🙍🏻 [皱眉] (･᷄ὢ･᷅)
盆景	盆景 🪴
盆栽	盆栽 🪴
盆浴	盆浴 🛀🏻️ 🛁️
盈月	盈月 🌔️
监听	监听 👁‍🗨️
盒子	盒子 📦
盒饭	盒饭 🍱
盖饭	盖饭 🍛️ 🥘
盘腿	盘腿 🧘‍♂️ 🧘‍♀️
目光	目光 👁️
目标	目标 🎯
盲人	盲人 🧑🏻‍🦯
盲女	盲女 👩🏻‍🦯
盲杖	盲杖 🦯
盲男	盲男 👨🏻‍🦯
直和	直和 ⊕
直尺	直尺 📏
直梯	直梯 🛗
直积	直积 ⊗
直角	直角 ∟ ⊾ ⦝
相似	相似 ≅
相机	相机 📷
相框	相框 🖼️
相爱	相爱 👩‍❤️‍👨
盾牌	盾牌 🛡
省略	省略 ……
眉月	眉月 🌒 🌘
看书	看书 📖️
看守	看守 💂🏻
看看	看看 👀
真好	真好 😀️ 😺️ 🙆🏻
真心	真心 💖️
真棒	真棒 👍
真龙	真龙 🐉️
眨眼	眨眼 😉
眩晕	眩晕 😵 💫
眯眼	眯眼 😝
眼光	眼光 👀️
眼泪	眼泪 😭️ 😢 🥲
眼睛	眼睛 👀 👁
眼镜	眼镜 👓
着急	着急 😟
着火	着火 🔥
着陆	着陆 🛬
睇戏	睇戏 🎬️
睡了	睡了 😴 💤
睡吧	睡吧 😴️
睡眠	睡眠 😴 💤
睡着	睡着 😴 💤
睡莲	睡莲 🪷
睡觉	睡觉 😴 💤 🛌
睡醒	睡醒 ('-ωก̀) (つω｀)～
睰睰	睰睰 💤️
瞌睡	瞌睡 😪
瞎子	瞎子 🧑🏻‍🦯
瞎话	瞎话 🤥
瞪眼	瞪眼 😳️
矩形	矩形 ⬛ ⬜
短刀	短刀 🗡
短剑	短剑 🗡
短袖	短袖 👕
短袜	短袜 🧦
短裤	短裤 🩳
石像	石像 🗿️
石块	石块 🪨
石头	石头 🪨
石油	石油 ⛽
石雕	石雕 🗿️
码农	码农 👨‍💻 👩‍💻
码头	码头 ⚓️
码畜	码畜 👨‍💻 👩‍💻
码表	码表 ⏱️
砂漏	砂漏 ⌛️
砂锅	砂锅 🥘
研究	研究 🧐
砖块	砖块 🧱
砖头	砖头 🧱
破壳	破壳 🐣
破屋	破屋 🏚️
砸了	砸了 😖️
硕鼠	硕鼠 🐀️
硬币	硬币 🪙
硬盘	硬盘 💽
确定	确定 ✅ ✔️
确认	确认 ✅ ✔️
碗勺	碗勺 🥣
碗筷	碗筷 🍽️
碗豆	碗豆 🫛
碗面	碗面 🍜
碧心	碧心 🩵
碰撞	碰撞 💥️
碰杯	碰杯 🍻 🥂
磁力	磁力 🧲
磁带	磁带 📼
磁盘	磁盘 💾️
磁石	磁石 🧲
磁碟	磁碟 💾️
磁铁	磁铁 🧲
磕头	磕头 🙇🏻
礼品	礼品 🎁
礼帽	礼帽 🎩
礼服	礼服 🤵‍♂️
礼物	礼物 🎁
礼花	礼花 🎆 🎇
社会	社会 [社会社会]
祈求	祈求 🙏
祈祷	祈祷 🙏
祈福	祈福 🙏
祖母	祖母 👵
祖父	祖父 👴
祝日	祝日 🎌️
祝福	祝福 ㊗️
祝贺	祝贺 🎉
神庙	神庙 🏛️
神探	神探 🕵🏻
神社	神社 ⛩
神秘	神秘 😶‍🌫️
神龙	神龙 🐉
祭典	祭典 💮️
祷告	祷告 🛐
禁声	禁声 🔇️
禁止	禁止 🚫 🈲
禁烟	禁烟 🚭
禁行	禁行 🚷️
禁言	禁言 🤐
秃头	秃头 👨‍🦲 👩‍🦲 🦲
秃女	秃女 👩🏻‍🦲
秃男	秃男 👨🏻‍🦲
秃顶	秃顶 👨‍🦲 👩‍🦲 🦲
种地	种地 🧑🏻‍🌾
种田	种田 🧑🏻‍🌾
科学	科学 🔬 🧪
秒表	秒表 ⏱
秘密	秘密 🤐 ㊙️
秘语	秘语 👁‍🗨️
秘钥	秘钥 🗝️
秘鲁	秘鲁 🇵🇪
积分	积分 ∫ ∬ ∭ ∮ ∯ ∰ ⨌
稻子	稻子 🌾️
稻田	稻田 🌾️
稻穗	稻穗 🌾
空位	空位 🈳
空巢	空巢 🪹
空杯	空杯 🫗
空碗	空碗 🥣
空轨	空轨 🚟
空集	空集 ∅
窗子	窗子 🪟
窗户	窗户 🪟
窝夫	窝夫 🧇
立定	立定 🧍🏻
立方	立方 ³
竖笛	竖笛 🪈
站台	站台 🚉
站女	站女 🧍🏻‍♀️
站男	站男 🧍🏻‍♂️
站着	站着 🧍‍♂️ 🧍‍♀️
站立	站立 🧍‍♂️ 🧍‍♀️
章节	章节 §
章鱼	章鱼 🐙
竹篮	竹篮 🧺
笑了	笑了 😄️ 😸️
笑哭	笑哭 🤣 😂
笑晕	笑晕 😆
笑死	笑死 😆
笑脸	笑脸 😀
笔电	笔电 💻
笛子	笛子 🪈
笤帚	笤帚 🧹
符号	符号 🔣
笨蛋	笨蛋 🐷️
第一	第一 ☝️
第三	第三 🥉
第二	第二 ✌️
等于	等于 🟰
等号	等号 🟰
答对	答对 ✅
答错	答错 ❌ ❎
筷子	筷子 🥢
简餐	简餐 🥡
算了	算了 😪️ 🙁️
算盘	算盘 🧮
箱子	箱子 📦
篮子	篮子 🧺
篮球	篮球 🏀
米国	米国 🇺🇸
米果	米果 🍘
米饭	米饭 🍚
米饼	米饼 🍘
粉心	粉心 🩷
粑粑	粑粑 💩
粗气	粗气 😤️
粗粮	粗粮 🍠
粪便	粪便 💩️
精灵	精灵 🧚‍♂️ 🧚‍♀️ 🧝‍♂️ 🧝‍♀️
糊涂	糊涂 🥴
糕点	糕点 🍰️
糖果	糖果 🍬
糟糕	糟糕 X﹏X
紧张	紧张 😰
紧急	紧急 🆘️
紫圆	紫圆 🟣
紫心	紫心 💜
紫色	紫色 🟣 🟪
累了	累了 😑️
繁星	繁星 ✨️
纠结	纠结 😖
红中	红中 🀄
红包	红包 🧧
红发	红发 👨‍🦰 👩‍🦰 🦰
红叶	红叶 🍁️
红唇	红唇 💋 👄
红圆	红圆 🔴️
红娘	红娘 💘️
红心	红心 ♥️
红旗	红旗 🇨🇳
红桃	红桃 ♥️
红色	红色 🔴 🟥
红薯	红薯 🍠
红豆	红豆 🫘
红酒	红酒 🍷️
红鹤	红鹤 🦩
红鹳	红鹳 🦩
约旦	约旦 🇯🇴
约等	约等 ≈ ≅
纱丽	纱丽 🥻
纱线	纱线 🧶
纳米	纳米 ㎚
纸巾	纸巾 🧻
纸币	纸币 💵
纸烟	纸烟 🚬
纸箱	纸箱 📦
纸鸢	纸鸢 🪁
纸鹞	纸鹞 🪁
纽埃	纽埃 🇳🇺
纽约	纽约 🗽️
线团	线团 🧶
线虫	线虫 🪱
线轮	线轮 🧵
线轴	线轴 🧵
练腿	练腿 🦵
绅士	绅士 🤵🏻‍♂️
细菌	细菌 🦠
终点	终点 🏁
结他	结他 🎸️
结婚	结婚 💒️
结束	结束 🔚
绘画	绘画 🎨️
给钱	给钱 🤑️
绝了	绝了 👍
统计	统计 📊
绳子	绳子 🪢
绳结	绳结 🪢
绵羊	绵羊 🐑
绷带	绷带 🤕
绿圆	绿圆 🟢
绿帽	绿帽 🪖
绿心	绿心 💚
绿色	绿色 🟢 🟩
绿茶	绿茶 🍵️
绿菜	绿菜 🥬
绿藻	绿藻 🦠
缅甸	缅甸 🇲🇲
缆车	缆车 🚠 🚡
缝纫	缝纫 🪡
缝补	缝补 🪡
缠头	缠头 👳🏾
缺月	缺月 🌖️
罐头	罐头 🥫
罐子	罐子 🫙
网球	网球 🎾
网络	网络 🛜
罗盘	罗盘 🧭
羊排	羊排 🥩
羊羊	羊羊 🐑
羊肉	羊肉 🐏️
羊驼	羊驼 🦙
美元	美元 $ 💵 💲
美刀	美刀 $
美味	美味 😋
美国	美国 🇺🇸
美圆	美圆 💵️
美女	美女 😍️ 😻️
美容	美容 💆‍♂️ 💆‍♀️
美洲	美洲 🌎
美甲	美甲 💅
美金	美金 💵️
美钞	美钞 💵️
羞涩	羞涩 ☺️
羞羞	羞羞 😚️
群岛	群岛 🗾️
羽毛	羽毛 🪶
羽翼	羽翼 🪽
翅膀	翅膀 🪽
翻墙	翻墙 🪜
老人	老人 👴 👵
老倌	老倌 👴🏻️
老太	老太 👵🏻️
老头	老头 👴
老奶	老奶 👵🏻️
老妈	老妈 👩
老师	老师 👨‍🏫 👩‍🏫
老挝	老挝 🇱🇦
老母	老母 👩🏻️
老爸	老爸 👨🏻️
老爹	老爹 👨
老窦	老窦 👨🏻️
老虎	老虎 🐯 🐅
老豆	老豆 👨🏻️
老鹰	老鹰 🦅
老鼠	老鼠 🐭 🐁 🐀
考拉	考拉 🐨
耗子	耗子 🐭 🐁 🐀
耳仔	耳仔 👂🏻
耳放	耳放 🎧️
耳朵	耳朵 👂
耳机	耳机 🎧
耳聋	耳聋 🧏‍♂️ 🧏‍♀️
耸肩	耸肩 🤷‍♂️ 🤷‍♀️
耿西	耿西 🇬🇬
聊天	聊天 💬️
聋哑	聋哑 🧏🏻 🦻🏻
聋女	聋女 🧏🏻‍♀️
聋子	聋子 🧏‍♂️ 🧏‍♀️
聋男	聋男 🧏🏻‍♂️
职员	职员 👨‍💼 👩‍💼
联结	联结 🔗️
聘礼	聘礼 💝️
聚会	聚会 🍻️
聪明	聪明 😇️
肉串	肉串 🍢
肉丸	肉丸 🧆
肉卷	肉卷 🥓
肉排	肉排 🥩
肋排	肋排 🥩
肌肉	肌肉 💪
肤色	肤色 🏻 🏼 🏽 🏾 🏿
肥猪	肥猪 🐖️
肥皂	肥皂 🧼
肯亚	肯亚 🇰🇪
背包	背包 🎒️
背囊	背囊 🎒
背心	背心 🎽️
胖达	胖达 🐼
胜利	胜利 ✌️
胡女	胡女 🧔🏻‍♀️
胡子	胡子 🧔
胡扯	胡扯 🤥
胡男	胡男 🧔🏻‍♂️
胡说	胡说 🤥
胡须	胡须 🧔
胳膊	胳膊 💪 🦾
胶卷	胶卷 🎞
胶囊	胶囊 💊
胶布	胶布 🩹
胶片	胶片 🎞
胸片	胸片 🩻
胸透	胸透 🩻
胸针	胸针 🏵️
脏话	脏话 🤬
脐橙	脐橙 🍊️
脑子	脑子 🧠
脑花	脑花 🧠
脚丫	脚丫 🦶
脚印	脚印 👣
脚底	脚底 🦶🏻
脚掌	脚掌 🦶🏻
脚步	脚步 👣️
脱发	脱发 👨‍🦲 👩‍🦲 🦲
脸红	脸红 😊 😳
腕龙	腕龙 🦕
腿儿	腿儿 🦵
膏布	膏布 🩹
膜拜	膜拜 🙇‍
自信	自信 😎
自恋	自恋 (◡ᴗ◡✿)
自拍	自拍 🤳
自杀	自杀 …〒_〒…‵ｏ′-一┳═┻︻▄
自然	自然 🌃
自由	自由 🆓
臭美	臭美 (o≖◡≖)
臭鼬	臭鼬 🦨
致命	致命 ☠️
致敬	致敬 🫡
舌头	舌头 👅
舒服	舒服 ☺️
舞厅	舞厅 🪩
舞女	舞女 💃
舞娘	舞娘 💃🏻️
舞男	舞男 🕺🏻
舞者	舞者 🕺
舞蹈	舞蹈 💃🏻️
舰长	舰长 🧑🏻‍✈️
船坞	船坞 ⚓️
船帆	船帆 ⛵️
船锚	船锚 ⚓
船长	船长 🧑🏻‍✈️
色子	色子 🎲
色拉	色拉 🥗
艺人	艺人 🧑🏻‍🎨
艺术	艺术 🎨
节哀	节哀 💮️
芒果	芒果 🥭
芙蓉	芙蓉 🌺
芝士	芝士 🧀
芬兰	芬兰 🇫🇮
芭蕾	芭蕾 🩰
花园	花园 ⛲️
花札	花札 🎴
花朵	花朵 🌼
花束	花束 💐
花瓶	花瓶 🏺️
花生	花生 🥜
花痴	花痴 😍
花结	花结 🏵
花菜	花菜 🥦
花钱	花钱 💸
苍蝇	苍蝇 🪰
苏丹	苏丹 🇸🇩
苏虾	苏虾 👶🏻️
苞米	苞米 🌽
苦恼	苦恼 (-'`-;)
苦涩	苦涩 [苦涩]
苦笑	苦笑 😅
苯环	苯环 ⌬ ⏣
英伦	英伦 🇬🇧
英国	英国 🇬🇧
英文	英文 🔠 🔡
英语	英语 🔠 🔡
英里	英里 ㏕
英镑	英镑 £ 💷
英雄	英雄 🦸🏻
苹果	苹果 🍎 🍏
茄子	茄子 🍆
茅屋	茅屋 🛖
茅房	茅房 🚾️ 🛖
茅舍	茅舍 🛖
茈花	茈花 🎇️
茫然	茫然 😳️
茶壶	茶壶 🫖
茶杯	茶杯 🍵
茶水	茶水 🍵
草㡌	草㡌 👒️
草屋	草屋 🛖
草舍	草舍 🛖
草花	草花 ♣️
草药	草药 🌿
草莓	草莓 🍓
荒宅	荒宅 🏚
荒岛	荒岛 🏝
荒漠	荒漠 🏜
药丸	药丸 💊
药草	药草 🌿
荷兰	荷兰 🇳🇱
荷包	荷包 👝
荷花	荷花 🪷
莎丽	莎丽 🥻
莲花	莲花 🪷
获胜	获胜 ヾ(￣ー￣)X(^▽^)ゞ
菊花	菊花 🌼️
菌类	菌类 🍄️
菜刀	菜刀 🔪
菜椒	菜椒 🫑
菜篮	菜篮 🧺
菜花	菜花 🥦
菠萝	菠萝 🍍
菱形	菱形 🔶 🔷
菲林	菲林 🎞
萝卜	萝卜 🥕
营业	营业 🈺
萨巴	萨巴 🇧🇶
落叶	落叶 🍂
落日	落日 🌇
落雪	落雪 🌨️
葛摩	葛摩 🇰🇲
葡国	葡国 🇵🇹
葡币	葡币 MOP$
葡萄	葡萄 🍇
葬礼	葬礼 💮️
葱头	葱头 🧅
葵花	葵花 🌻
蒙古	蒙古 🇲🇳
蒙眼	蒙眼 🙈
蒜香	蒜香 🧄
蒸房	蒸房 🧖‍♂️ 🧖‍♀️
蒸馏	蒸馏 ⚗
蓝圆	蓝圆 🔵️
蓝心	蓝心 💙 🩵
蓝色	蓝色 🔵 🟦
蓝莓	蓝莓 🫐
蓝菱	蓝菱 🔷️
蓝藻	蓝藻 🦠
蔬菜	蔬菜 🥬
蔷薇	蔷薇 🌹️
蕃茄	蕃茄 🍅️
薄饼	薄饼 🍕️ 🥞 🫓
薯仔	薯仔 🥔
薯条	薯条 🍟
蘑菇	蘑菇 🍄
虎头	虎头 🐯
虎年	虎年 🐯️
虎脸	虎脸 🐯
虚伪	虚伪 🥸
虚化	虚化 🫥
虫子	虫子 🐛
虾卷	虾卷 🍤️
虾米	虾米 🍤️
虾蟆	虾蟆 🐸️
蚂蚁	蚂蚁 🐜
蚂蚱	蚂蚱 🦗
蚊子	蚊子 🦟
蚊虻	蚊虻 🦟
蚊蝇	蚊蝇 🦟 🪰
蚊香	蚊香 🌀
蚝蛎	蚝蛎 🦪
蚯蚓	蚯蚓 🪱
蚱蜢	蚱蜢 🦗
蚵仔	蚵仔 🦪
蛇头	蛇头 🐍️
蛇年	蛇年 🐍️
蛇杖	蛇杖 ⚕
蛋治	蛋治 🥪
蛋糕	蛋糕 🎂 🍰
蛋蛋	蛋蛋 🥚
蛋饼	蛋饼 🥞
蛐蛐	蛐蛐 🦗
蛔虫	蛔虫 🪱
蛛网	蛛网 🕸
蛤蛤	蛤蛤 🐸
蛤蟆	蛤蟆 🐸
蜂蜜	蜂蜜 🍯
蜈蚣	蜈蚣 𓆨
蜗牛	蜗牛 🐌
蜘蛛	蜘蛛 🕷
蜙蝑	蜙蝑 🦗
蜜橘	蜜橘 🍊
蜜獾	蜜獾 🦡
蜜瓜	蜜瓜 🍈️
蜜罐	蜜罐 🍯
蜜蜂	蜜蜂 🐝
蜡烛	蜡烛 🕯
蜡笔	蜡笔 🖍
蜥蜴	蜥蜴 🦎
蝈蝈	蝈蝈 🦗
蝌蚪	蝌蚪 𓆐
蝎子	蝎子 🦂
蝙蝠	蝙蝠 🦇
蝴蝶	蝴蝶 🦋
螃蟹	螃蟹 🦀
融化	融化 🫠
螺丝	螺丝 🔩
螺号	螺号 🐚️
螽斯	螽斯 🦗
蟋蟀	蟋蟀 🦗
蟑螂	蟑螂 🪳
蠕虫	蠕虫 🪱
蠢材	蠢材 🐷️
血型	血型 🅰️ 🆎 🅱️ 🅾️
血液	血液 🩸
血滴	血滴 🩸
行人	行人 🚶🏻
行啊	行啊 😉️
行星	行星 🪐
行李	行李 🧳
行走	行走 🚶‍♂️ 🚶‍♀️
衣服	衣服 👔
表扬	表扬 👍
衬衣	衬衣 👔️
衬衫	衬衫 👕
袋鼠	袋鼠 🦘
袜子	袜子 🧦
被骗	被骗 💸️
裁判	裁判 🕴🏻️
裂开	裂开 [裂开]
装傻	装傻 🤪 (´◑д◐｀)
裙子	裙子 👗
裤头	裤头 🩲
裤子	裤子 👖
裹头	裹头 👳🏾
西服	西服 🤵‍♂️
西瓜	西瓜 🍉
西装	西装 🤵🏻
西部	西部 🏜️
要得	要得 👌🏻️
见面	见面 ＼（＾∀＾）メ（＾∀＾）ノ
见鬼	见鬼 😨️
观察	观察 👀
观月	观月 🎑
解锁	解锁 🔓 🔐
触电	触电 ⚡️
言和	言和 🤝🏻
警卫	警卫 💂‍♂
警告	警告 ⚠️
警官	警官 👮‍♂️ 👮‍♀️
警察	警察 👮‍♂️ 👮‍♀️
警灯	警灯 🚨
警车	警车 🚓 🚔
计时	计时 ⏳️
认真	认真 🧐
认输	认输 🏳
讨厌	讨厌 👎
讲话	讲话 🗣
许愿	许愿 🌠
证人	证人 👁️‍🗨️
证件	证件 🪪
证照	证照 🪪
诅咒	诅咒 _〆(´Д｀)
诈骗	诈骗 💸️
词典	词典 📖
试剂	试剂 🧪
试管	试管 🧪
话筒	话筒 🎙️ 🎤️
诞生	诞生 🐣️
诡计	诡计 🌚️ 😏️
语言	语言 🌐️
诱惑	诱惑 🫦
诱饵	诱饵 🪤
说话	说话 💬 🗣️
说谎	说谎 🤥
请女	请女 💁🏻‍♀️
请男	请男 💁🏻‍♂️
诺鲁	诺鲁 🇳🇷
读书	读书 📖️ 🤓️
课堂	课堂 🧑🏻‍🏫
课室	课室 🧑🏻‍🏫
课本	课本 📖️
调亮	调亮 🔆️
调低	调低 🔽
调情	调情 🫦
调暗	调暗 🔅️
调皮	调皮 😜
调羹	调羹 🥄
调色	调色 🎨️
调节	调节 🎚 🎛
调高	调高 🔼
谎话	谎话 🤥
谢谢	谢谢 🙏
谢顶	谢顶 🧑🏻‍🦲
谱曲	谱曲 🎼️
豆子	豆子 🫘
豆荚	豆荚 🫛
豌豆	豌豆 🫛
豪猪	豪猪 🐗️
豹子	豹子 🐆
贝南	贝南 🇧🇯
贝壳	贝壳 🐚
贝宁	贝宁 🇧🇯
贝类	贝类 🐚️
负伤	负伤 🤕
财迷	财迷 🤑
账单	账单 🧾
账本	账本 📒️
账簿	账簿 📒
货卡	货卡 🛻
货币	货币 💲
货车	货车 🚚
货运	货运 🚚️
质量	质量 ㎍ ㎎ ㎏
购物	购物 🛍️ 🛒
贱人	贱人 🤬
费用	费用 🈂
贺礼	贺礼 🎁️
资讯	资讯 ℹ️
资金	资金 💲️
赌博	赌博 🎰 🎲
赌场	赌场 🎰
赌钱	赌钱 🎰️
赌马	赌马 🏇🏻
赏月	赏月 🎑
赛艇	赛艇 🚤
赛车	赛车 🏎
赛马	赛马 🏇
赞同	赞同 (ﾟｰﾟ) ヾ(＠⌒ー⌒＠)ノ
赢了	赢了 ✌️
赢咯	赢咯 ✌️
赢啦	赢啦 ✌️
赤发	赤发 🦰
赤心	赤心 ❤️
赫兹	赫兹 ㎐ ㎑ ㎒ ㎓ ㎔
赭圆	赭圆 🟤
赭心	赭心 🤎
走女	走女 🚶🏻‍♀️
走男	走男 🚶🏻‍♂️
走路	走路 🚶‍♂️ 🚶‍♀️
起司	起司 🧀
起子	起子 🔧️ 🪛
起火	起火 🔥️
起雾	起雾 🌁️
起飞	起飞 🛫
超人	超人 🦸‍♂️ 🦸‍♀️
超市	超市 🏬
超度	超度 🙏
超辣	超辣 🥵
超酷	超酷 🆒
越南	越南 🇻🇳
趋势	趋势 📈 📉
足印	足印 🐾️ 👣️
足球	足球 ⚽
足迹	足迹 👣
跌倒	跌倒 ……]((o__)'彡☆
跑女	跑女 🏃🏻‍♀️
跑步	跑步 🏃‍♂️ 🏃‍♀️
跑男	跑男 🏃🏻 🏃🏻‍♂️
跑车	跑车 🏎️
跑鞋	跑鞋 👟
跑马	跑马 🐎️
跛女	跛女 👩🏻‍🦼 👩🏻‍🦽
跛男	跛男 👨🏻‍🦼 👨🏻‍🦽
距离	距离 ㎙ ㎚ ㎛ ㎜ ㎝ ㎞
跪下	跪下 🧎🏻
跪坐	跪坐 🧎‍♂️ 🧎‍♀️
跪女	跪女 🧎🏻‍♀️
跪拜	跪拜 🙇🏻 🧎🏻
跪求	跪求 🙇‍♂️ 🙇‍♀️
跪男	跪男 🧎🏻‍♂️
路口	路口 🚥️ 🚦️
路障	路障 🚧
跳伞	跳伞 🪂
跳舞	跳舞 💃 🕺
踪迹	踪迹 🐾️
蹙眉	蹙眉 🙍🏻
蹦迪	蹦迪 🪩
身份	身份 🆔
身孕	身孕 🫄🏻
车头	车头 🚆️
车站	车站 🚉
车箱	车箱 🚆️
车胎	车胎 🛞
车轮	车轮 🛞
转上	转上 ⤴️
转下	转下 ⤵️
轮子	轮子 🛞
轮椅	轮椅 🦽 ♿
轮渡	轮渡 ⛴
轮滑	轮滑 🛼
轮胎	轮胎 🛞
轮船	轮船 🚢
软盘	软盘 💾
软碟	软碟 💾️
软饮	软饮 🍹️
轱辘	轱辘 🛞
轻点	轻点 🤫
轻蔑	轻蔑 (´ｰ∀ｰ`)
轻轨	轻轨 🚈
轿车	轿车 🚗 🚘
辐射	辐射 ☢️
辞典	辞典 📖
辣椒	辣椒 🌶
辣死	辣死 🥵
辣鸡	辣鸡 🙃 🚮 🚯
边检	边检 🛂️
边防	边防 🛂️
运动	运动 🏊
运货	运货 🚚️
近视	近视 👓
返回	返回 🔙️
还好	还好 😅
这边	这边 💁🏻
这里	这里 🈁
连接	连接 🔗️
连结	连结 🔗️
迦纳	迦纳 🇬🇭
迪厅	迪厅 🪩
迷恋	迷恋 🥰
迷糊	迷糊 🥴 🫨
退回	退回 🔙
选举	选举 🗳️
选票	选票 🗳
逗号	逗号 ， ,
通过	通过 ✔️
速度	速度 ㎧
道教	道教 ☯️
道歉	道歉 🙇‍♂️ 🙇‍♀️
道观	道观 🛐️
邪恶	邪恶 😈️
邮件	邮件 📧
邮号	邮号 📯️
邮局	邮局 🏣 🏤
邮筒	邮筒 📮
邮箱	邮箱 📮
邮轮	邮轮 🚢
郁闷	郁闷 😒
都市	都市 🏙
都行	都行 😶️
鄙视	鄙视 😒
酒店	酒店 🏨
酒杯	酒杯 🍷
酒盏	酒盏 🥃
酒醉	酒醉 🥴
酷炫	酷炫 😎️
酸碱	酸碱 ㏗
醉了	醉了 🥴
醒目	醒目 😇️
释然	释然 😌
重做	重做 ↪️
重复	重复 々 〻
重拍	重拍 🆖
重点	重点 ※
重要	重要 ※
野牛	野牛 🦬
野狗	野狗 🐕️
野狼	野狼 🐺️
野猪	野猪 🐗
野营	野营 🏕
野马	野马 🐎️
金发	金发 👱 👱‍♀️ 👱‍♂️
金毛	金毛 🦮
金牌	金牌 🥇
金钥	金钥 🔑️
金钱	金钱 💰 💲
针管	针管 💉
针线	针线 🪡
钓竿	钓竿 🎣
钓鱼	钓鱼 🎣
钞票	钞票 💵
钟表	钟表 🕙
钢琴	钢琴 🎹
钢笔	钢笔 ✒️ 🖋
钢镚	钢镚 🪙
钥匙	钥匙 🔑 🗝
钩子	钩子 🪝
钱包	钱包 👛
钱夹	钱夹 👛️
钱币	钱币 🪙
钱眼	钱眼 🤑
钱袋	钱袋 💰
钻戒	钻戒 💍
钻石	钻石 💎
铁塔	铁塔 🗼️
铁索	铁索 ⛓️
铁路	铁路 🛤️
铁轨	铁轨 🛤
铁道	铁道 🛤️
铁钩	铁钩 🪝
铁链	铁链 ⛓️
铁锤	铁锤 🔨
铁镐	铁镐 ⛏️
铃铛	铃铛 🔔
铅笔	铅笔 ✏️
铜牌	铜牌 🥉
银河	银河 🌌
银牌	银牌 🥈
银行	银行 🏦
链子	链子 ⛓️
链接	链接 🔗
链条	链条 ⛓️
锁上	锁上 🔒
锁住	锁住 🔒
锁匙	锁匙 🔑️
锁头	锁头 🔒 🔓
锁链	锁链 ⛓️
锄头	锄头 ⛏️
锅贴	锅贴 🥟
锉冰	锉冰 🍧️
错号	错号 ❌ ❎
错误	错误 ❌ ❎
锡克	锡克 🪯
锤子	锤子 🔨
键板	键板 ⌨️
键盘	键盘 ⌨️
锯子	锯子 🪚
镙丝	镙丝 🔩️
镜子	镜子 🪞
长号	长号 🎺️
长度	长度 ↕️ ㎙ ㎚ ㎛ ㎜ ㎝ ㎞
长笛	长笛 🪈
长者	长者 🧓🏻
长裙	长裙 👗
长裤	长裤 👖️
长靴	长靴 👢
长鼓	长鼓 🪘
长鼔	长鼔 🪘
长鼻	长鼻 🤥
门卫	门卫 💂🏻
门子	门子 🚪
门松	门松 🎍
门票	门票 🎫
门锁	门锁 🔒 🔓
闪亮	闪亮 ✨
闪光	闪光 ✨
闪烁	闪烁 ✨️
闪电	闪电 ⚡
闪耀	闪耀 ✨
闭口	闭口 🫢
闭嘴	闭嘴 🤐
问号	问号 ❓ ❔
间谍	间谍 🕵🏻
闷着	闷着 🤐️
闹表	闹表 ⏰
闹钟	闹钟 ⏰
闹铃	闹铃 ⏰️ 🔔️
闺蜜	闺蜜 👭
阅读	阅读 📖️
防疫	防疫 😷️
阳伞	阳伞 ☂️
阳谋	阳谋 🌝️
阴天	阴天 ⛅
阴暗	阴暗 🌚️
阴谋	阴谋 🌚️
阴阳	阴阳 ☯️
阵列	阵列 📡️
阵雨	阵雨 🌦️
阵风	阵风 💨
阶乘	阶乘 !
阿公	阿公 👴🏻️
阿婆	阿婆 👵🏻️
阿曼	阿曼 🇴🇲
阿爷	阿爷 👴🏻️
阿联	阿联 🇦🇪
降低	降低 🔽️
降号	降号 ♭
降落	降落 🛬
除以	除以 ➗
除号	除号 ➗
陶醉	陶醉 (*︾▽︾)
陷阱	陷阱 🪤
随便	随便 😶️
随机	随机 🔀
隐形	隐形 🫥
隐秘	隐秘 🔏
隐藏	隐藏 🫥
隐身	隐身 😶‍🌫️ 🫥
难受	难受 😣
难吃	难吃 🤢
难想	难想 🤔️
难过	难过 😞
难题	难题 🤔️
雄狮	雄狮 🦁️
雏鸡	雏鸡 🐥️
雕像	雕像 🗽️
雨云	雨云 🌧
雨伞	雨伞 🌂 ☂️ ☔
雪云	雪云 🌨
雪人	雪人 ⛄
雪山	雪山 🏔
雪岭	雪岭 🏔️
雪松	雪松 🎄️
雪橇	雪橇 🛷
雪球	雪球 ⚪
